,link,text,date,No_of_likes,No_of_tweets
466,https://twitter.com/Yahoo_ID/status/1380437873028182016#m,4 Boeing Jumbo Jet Bakal Lalu Lalang di Bandara Lombok saat MotoGP Mandalika Berlangsung https://bit.ly/2Q4JDps  Cari berita lain? Klik di sini bit.ly/2vhmLE5,"Apr 9, 2021 · 8:30 AM UTC",2,0
467,https://twitter.com/Ranks_777/status/1380433300607672321#m,Waff & Richy are living the life hahah from a dingy warehouse in dagenham to a private jumbo jet on route to Colombia 🤣 jammy cunts,"Apr 9, 2021 · 8:12 AM UTC",22,0
468,https://twitter.com/Bethnalboi64/status/1380415568650592256#m,How did he survive? Temps of minus 40c in the hold and no oxygen. Should’ve died of hypothermia or suffocation and a Boeing 707 isn’t a jumbo jet. #BBCBreakfast,"Apr 9, 2021 · 7:01 AM UTC",4,1
469,https://twitter.com/katfromg/status/1380385004899999745#m,"The numbers of infections are increasing exponentially, every day another jumbo jet crashes in terms of deaths, and our government postpones its meeting for another two days because they don't have a plan. It's all just a big joke now. #NoCovid #YesToNoCovid","Apr 9, 2021 · 5:00 AM UTC",0,1
470,https://twitter.com/_kapts/status/1380378506387935232#m,306 „neue“ Todesfälle an einem Tag? Meine Fresse! Habt euch nicht so! Das ist ja noch nicht mal ein voller Jumbo Jet.  #Brueckenlockdown #Covid,"Apr 9, 2021 · 4:34 AM UTC",0,0
471,https://twitter.com/rogerfritz/status/1380370585453203457#m,"The song that immediately comes to mind that mentions a specific airplane is Steve Miller Band's ""Jet Airliner"" that mentions a 707. ""Ain't No Fun"" by AC/DC has a spoken part mentioning a generic ""Jumbo Jet"". And Foo Fighters ""Learn to Fly"" is the best airplane video.","Apr 9, 2021 · 4:02 AM UTC",1,1
472,https://twitter.com/JohnWal59250968/status/1380332281651359749#m,There’s be nothing gradual about my final descent coming into that strip on my way to parking my jumbo jet in your terminal 😂😂😂😂😜😜🔥🔥🔥🔥,"Apr 9, 2021 · 1:30 AM UTC",1,0
473,https://twitter.com/DTFinnegan/status/1380312313291489281#m,here’s your reminder that Christopher Nolan crashed an actual jumbo jet into a warehouse.,"Apr 9, 2021 · 12:11 AM UTC",0,0
474,https://twitter.com/RealMattEgner/status/1380298667714830340#m,I see one jumbo jet flying overhead. Used to be the sky was full of steam trails.,"Apr 8, 2021 · 11:17 PM UTC",1,0
475,https://twitter.com/TheRangersBane/status/1380289587872997379#m,"I do not mean the types of flying that is done in the military, like the drills and such. I am just speaking about the physics at work on the planes. Physically, a fighter jet is going to have a much easier time staying airborne than a jumbo jet would.","Apr 8, 2021 · 10:40 PM UTC",0,1
476,https://twitter.com/ShotShy/status/1380286745497993216#m,"Yeah, standard flight speed of a mallard in level flight is 21 metres per second according to a very weighty ornithological tome I own. Not maximum. You’d have thought a dragon would be going 150mph just to stay airborne like a jumbo jet! 🤣","Apr 8, 2021 · 10:29 PM UTC",0,1
477,https://twitter.com/TheRangersBane/status/1380279863060402179#m,"and besides, a fighter jet that weighs 20 tons and goes 1,875 mph is infinitely easier to fly than a jumbo jet that weighs 3x more (65 tons) and flies 1/2 as fast (800 mph), so your argument does not hold up very well anyways.","Apr 8, 2021 · 10:02 PM UTC",0,1
478,https://twitter.com/ZonaFucho/status/1380268215507550213#m,I got my head checked  By a jumbo jet It wasn’t easy But nothing is No,"Apr 8, 2021 · 9:16 PM UTC",1,0
479,https://twitter.com/ritzyk51/status/1380265605157191685#m,Except United is threatening the safety of everyone who flies with them if they follow through with such stupidity......Responsibility for Piloting a commercial jumbo jet cannot be allowed to be handed to anyone other than THE MOST QUALIFIED person......regardless of sex or race!,"Apr 8, 2021 · 9:05 PM UTC",0,0
480,https://twitter.com/frobos/status/1380261703485517824#m,"The only way I see that big main booster coming in without overstress, is if you'd land it like a jumbo jet. If the wings were kept modular and wings, tail and elevons all had stations, you just maybe be able to do it. Contact Joe Bernard and try building a model?","Apr 8, 2021 · 8:50 PM UTC",0,0
481,https://twitter.com/LarryWaldbillig/status/1380239863010656256#m,"So are you suggesting they don't have the same training, skill, experience, and qualifications as white male pilots?  And when was the last time YOU piloted a jumbo jet again, Congressman?  No wonder conservatism and the Republican party are imploding.","Apr 8, 2021 · 7:23 PM UTC",0,0
482,https://twitter.com/EdBottomley/status/1380238371117752326#m,Red Dead Redemption 2 for me. Especially on ps5 where my console doesn't sound like a jumbo jet taking off.,"Apr 8, 2021 · 7:17 PM UTC",1,1
483,https://twitter.com/TheLastPersont2/status/1380231772739416070#m,If you take any interest in the US gun debate - where over 100 people are shot dead every single day (a jumbo jet full every week or more than 9/11 every month) - then do please watch President Biden's 20 minute address on proposals which will help #EndGunViolence.  #C4News,"Apr 8, 2021 · 6:51 PM UTC",11,1
484,https://twitter.com/nathansldennis/status/1380200532044881927#m,In next weeks episode a farmer tries to rebuild a jumbo jet and a chiropodist does some brain surgery in the ongoing series of 'people totally unqualifed to do stuff'..........,"Apr 8, 2021 · 4:47 PM UTC",10,1
485,https://twitter.com/Jack_Jackanski/status/1380197678953418755#m,"Massive ain’t they , saw one with its own landing strip it was like a jumbo jet ✈️😆😆😆","Apr 8, 2021 · 4:35 PM UTC",0,0
486,https://twitter.com/StuartBenSmith/status/1380144405630291969#m,"@fatfei_ Emily Thornberry, legs that could kick start a Jumbo Jet!","Apr 8, 2021 · 1:04 PM UTC",2,1
487,https://twitter.com/ja712arjtt/status/1380113189136855042#m,#B747しか勝たん #Boeing747 #JumboJet #B747Lovers #NCA #NipponCargoAirlines,"Apr 8, 2021 · 11:00 AM UTC",0,0
488,https://twitter.com/PtayarTayar/status/1380058500001366018#m,"Ogni giorno è  come se fosse precipitato  un Jumbo jet, e, a  volte , anche un po'  di più ...e quei morti si' che farebbero orrore!!","Apr 8, 2021 · 7:22 AM UTC",0,0
489,https://twitter.com/CNNIndonesia/status/1380037696387616768#m,#DetikNetwork Bakal ada 4 pesawat Boeing 747 Jumbo Jet yang akan lalu lalang di bandara tempat MotoGP dilaksanakan untuk membawa logistik Dorna Sports yang dapat mencapai 370 ton. https://finance.detik.com/infrastruktur/d-5524128/4-pesawat-boeing-747-jumbo-jet-bakal-wira-wiri-saat-gelaran-motogp?utm_campaign=detikcomsocmed&utm_medium=social&utm_term=crosspromocnn,"Apr 8, 2021 · 6:00 AM UTC",7,0
490,https://twitter.com/MikeIona/status/1380020348553428992#m,"You know, we go through 'gatekeeping' in all our lives. For example, I could self-identify as an airline pilot: Would of you be happy for me to fly a Jumbo Jet without a medical, a test, an evaluation, a lengthy intrusive process? If so, then can you le BA know please?","Apr 8, 2021 · 4:51 AM UTC",0,0
491,https://twitter.com/AviationGin/status/1379973604448800771#m,"Can't handle a jumbo jet, we get it","Apr 8, 2021 · 1:45 AM UTC",1,1
492,https://twitter.com/RadicalDiletta1/status/1379963118714028036#m,Obviously her drinking and addiction to prescription drugs made her less competent as time went on. Remember her hand shaking as she covered up British Airways union-flagless tail fin on a model jumbo jet at conference?,"Apr 8, 2021 · 1:03 AM UTC",1,0
493,https://twitter.com/SamuelWang2018/status/1379947340820267009#m,"📙 @HarlequinBooks | Fully Involved by @amyknupp  A self-proclaimed drifter with more emotional baggage than a jumbo jet, Andie isn't interested in a forever relationship even when she finds herself increasingly attached to an adorable girl and Clay Marlow https://www.harlequin.com/shop/books/9780373784035_fully-involved.html","Apr 8, 2021 · 12:00 AM UTC",0,0
494,https://twitter.com/SamuelWang2018/status/1379947214966034433#m,"📙 @HarlequinBooks | Fully Involved by @amyknupp  A self-proclaimed drifter w more emotional baggage than a jumbo jet, Andie isn't interested in a relationship even when she finds she's increasingly attached to an adorable girl & Clay Marlow https://www.goodreads.com/book/show/53338629-fully-involved via @goodreads","Apr 8, 2021 · 12:00 AM UTC",1,0
495,https://twitter.com/OzDocoboy/status/1379925396091625473#m,It's taken me 24 years to work out that he's singing 'I got my head checked by a jumbo jet'.,"Apr 7, 2021 · 10:33 PM UTC",0,0
496,https://twitter.com/onemanmmo/status/1379907262060195841#m,"OK, sure the train plays a song. But check out that trainset! My dad spent thousands of hours building something the size of just one of the dozens of modules in this video. The lightning storm! The jumbo jet that taxis and takes off!! Amazing. https://invidious.io.lol/watch?v=aBNHmUT3GPg","Apr 7, 2021 · 9:21 PM UTC",1,1
497,https://twitter.com/rainy101/status/1379901974930423809#m,Plot holes you could drive a jumbo jet through. Hammy acting. Just fucking awful.,"Apr 7, 2021 · 9:00 PM UTC",1,1
498,https://twitter.com/mart_chaz/status/1379892739752534023#m,Computers didn't safely land a jumbo jet on the Hudson River like Sully did.  Whether engine failure or if critical  systems malfunction it requires manual intervention.,"Apr 7, 2021 · 8:24 PM UTC",0,0
499,https://twitter.com/India2morow1/status/1379886281044320257#m,The numbers do not add up. Recovery us only being highlighted in India. The death rate is equivalent to one fully loaded jumbo jet crashing everyday. But all credit must go to the pradhan sevak.,"Apr 7, 2021 · 7:58 PM UTC",6,0
500,https://twitter.com/DieterSelten/status/1379872306537848832#m,I recall the great Buckminster Fuller commenting on this.He said that this disparity was equivalent to a jumbo jet power to a gasoline lawn mower. This pay disparity shit has got to stop.,"Apr 7, 2021 · 7:02 PM UTC",2,0
501,https://twitter.com/speedbird_uk/status/1379866905394216961#m,First post in a long time! Starting off with 2 of @British_Airways 747 retrojets lined up on Heathrow’s 09R back in 2018 - Landor is now over at Dunsfold and BOAC at St Athan  #Boeing747 #JumboJet #QOTS @HeathrowAirport,"Apr 7, 2021 · 6:41 PM UTC",196,3
502,https://twitter.com/TonyFelonius/status/1379853016015208450#m,"The capitalist company has a billion dollars because it provides goods and servces that people want, not the poverty you offer for the future (with Greta Thunberg aged 40 on her private Jumbo jet).","Apr 7, 2021 · 5:46 PM UTC",2,0
503,https://twitter.com/Ryan_Reed123/status/1379851564370825216#m,Can someone just charter a jumbo jet from Des Moines to Las Vegas for the game? I guarantee you could find enough ISU fans to fill every single seat.,"Apr 7, 2021 · 5:40 PM UTC",1,0
504,https://twitter.com/logicallyknot/status/1379850197698813954#m,"I've already told you I don't dispute that they have shit flying over our heads. What that shit is and where it is, is what I question. Do you think you can see something the size of a bus at minimum 13k miles above our heads? That's absurd. A jumbo jet is very small at 30k feet.","Apr 7, 2021 · 5:34 PM UTC",0,0
505,https://twitter.com/emeqapeterz/status/1379846505096429568#m,Boeing 747 - jumbo jet,"Apr 7, 2021 · 5:20 PM UTC",0,0
506,https://twitter.com/detikfinance/status/1379842935798296585#m,Bakal ada 4 pesawat Boeing 747 Jumbo Jet yang akan lalu lalang di bandara tempat MotoGP dilaksanakan untuk membawa logistik Dorna Sports yang dapat mencapai 370 ton.  https://finance.detik.com/infrastruktur/d-5524128/4-pesawat-boeing-747-jumbo-jet-bakal-wira-wiri-saat-gelaran-motogp?utm_content=detikfinance&utm_term=echobox&utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=Twitter#Echobox=1617803641,"Apr 7, 2021 · 5:06 PM UTC",1,1
507,https://twitter.com/detikcom/status/1379841369922015235#m,Bakal ada 4 pesawat Boeing 747 Jumbo Jet yang akan lalu lalang di bandara tempat MotoGP dilaksanakan untuk membawa logistik Dorna Sports yang dapat mencapai 370 ton.  https://finance.detik.com/infrastruktur/d-5524128/4-pesawat-boeing-747-jumbo-jet-bakal-wira-wiri-saat-gelaran-motogp?utm_content=detikfinance&utm_term=echobox&utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=Twitter#Echobox=1617803641,"Apr 7, 2021 · 4:59 PM UTC",4,0
508,https://twitter.com/FlorrieFloyd/status/1379838343287017475#m,I deserve a Haier fridge freezer because Air traffic control have taken over my kitchen as they thought that a jumbo jet was taking off and landing there - my fridge freezer is so loud!,"Apr 7, 2021 · 4:47 PM UTC",0,0
509,https://twitter.com/YouAreLobbyLud/status/1379825344522244097#m,"So, Britain, which is essentially a Jumbo jet with an engine on fire trying desperately to land, has also placed an age restriction on the AstraZeneca vaccine.  How does it remain tenable for Australia - which has a covid death rate of zero - not to do the same?","Apr 7, 2021 · 3:56 PM UTC",52,6
510,https://twitter.com/normonics/status/1379793684049367052#m,Don't raise a family cow because carbon and also give me your money so I can prop up these jumbo jet airlines,"Apr 7, 2021 · 1:50 PM UTC",204,4
511,https://twitter.com/cwebbonline/status/1379778173504659458#m,"As usual, folks are losing their shit because a large company has announced they will do better & implement an initiative for diversity. When folks claim only White males are qualified to fly a jumbo jet, that’s racism.  Diverse doesn’t mean unqualified. #UnitedAirlines 1/2","Apr 7, 2021 · 12:48 PM UTC",165,18
512,https://twitter.com/DavidAngell/status/1379763420535357441#m,Laptop Week 1: ...(you almost forgot I was here didn't you?) Week 4: HEY BUDDY! I'M A JUMBO JET TAKING OFF!,"Apr 7, 2021 · 11:50 AM UTC",3,0
513,https://twitter.com/Mekkiceh/status/1379753545906393088#m,"Et donc vous faîtes la confusion entre un aéroclub et une compagnie aérienne, ou encore entre un ulm et un jumbo jet. C'est bien ce que je dis, vous ne connaissez rien à l'aviation.","Apr 7, 2021 · 11:10 AM UTC",1,2
514,https://twitter.com/ja712arjtt/status/1379750809433374720#m,#B747しか勝たん #Boeing747 #JumboJet #B747Lovers #atlasair  撮りためてた747！！何日かに分けて上げます！,"Apr 7, 2021 · 11:00 AM UTC",0,0
515,https://twitter.com/liputan6dotcom/status/1379734954695790594#m,4 Boeing Jumbo Jet Bakal Lalu Lalang di Bandara Lombok saat MotoGP Mandalika Berlangsung dlvr.it/Rx939q,"Apr 7, 2021 · 9:57 AM UTC",7,0
516,https://twitter.com/tribunnews/status/1379730664732327941#m,"Cek Bandara Lombok, Dorna Sports : 4 Pesawat Jumbo Jet Wara-Wiri Bawa Logistik 370 Ton Jelang MotoGP   https://lombok.tribunnews.com/2021/04/07/cek-bandara-lombok-dorna-sports-4-pesawat-jumbo-jet-wara-wiri-bawa-logistik-370-ton-jelang-motogp via @TribunLombokcom","Apr 7, 2021 · 9:39 AM UTC",0,0
517,https://twitter.com/HeroofChaosX/status/1379709533132529666#m,Hmm something tells me she's gonna catch that jumbo jet easily.,"Apr 7, 2021 · 8:16 AM UTC",0,1
518,https://twitter.com/motsepemampye/status/1379707696849547265#m,"""The Jumbo Jet Boeing 747""  If talent was a person.","Apr 7, 2021 · 8:08 AM UTC",2,0
519,https://twitter.com/motsepemampye/status/1379705233576751104#m,"We call him ""The Jumbo Jet Boeing 747"". This young man is so talented. I just love his work rate in the pitch.","Apr 7, 2021 · 7:58 AM UTC",1,0
520,https://twitter.com/tribunnews/status/1379702986306424833#m,"Cek Bandara Lombok, Dorna Sports : 4 Pesawat Jumbo Jet Wara-Wiri Bawa Logistik 370 Ton Jelang MotoGP   https://lombok.tribunnews.com/2021/04/07/cek-bandara-lombok-dorna-sports-4-pesawat-jumbo-jet-wara-wiri-bawa-logistik-370-ton-jelang-motogp","Apr 7, 2021 · 7:50 AM UTC",1,0
521,https://twitter.com/AhmadNorMaulana/status/1379696106129383425#m,"Bandara Lombok Diperluas demi MotoGP Mandalika, Dorna Ingin Pesawat Jumbo Jet Bisa Parkir dlvr.it/Rx8d0V","Apr 7, 2021 · 7:22 AM UTC",0,0
522,https://twitter.com/nyani_ya/status/1379694386578079745#m,😅😅 airport ju hiyo forehead inaeza land jumbo jet,"Apr 7, 2021 · 7:15 AM UTC",0,0
523,https://twitter.com/IanHammar/status/1379692517638168576#m,Nej bara fraktflyg (en jumbojet) på väg från Novosibirisk till London enl Flightradar24.com,"Apr 7, 2021 · 7:08 AM UTC",0,1
524,https://twitter.com/TheUltiMarioFan/status/1379647448709218305#m,Pilot Mario flies to Hawaii on a jumbo jet Super Mario Brothers Nagasakiya card No. 107,"Apr 7, 2021 · 4:09 AM UTC",24,0
525,https://twitter.com/ChadMPetracek/status/1379638158552227846#m,Omg....i could land a jumbo jet on that space around the shop in a monsoon,"Apr 7, 2021 · 3:32 AM UTC",0,0
526,https://twitter.com/OAkccaayy/status/1379636345304387584#m,Tanzim kuyruklarına bunlar varlık kuyruğu dendiğini Millet sırada beklerken neden katardan Jumbo jet hediye edildiğini  İyi olan şeylerde övgüyü toplarken Başarısız olduğu konularda sorumluluğu neden başkasına yukledigini de anlattılar mi acaba,"Apr 7, 2021 · 3:25 AM UTC",1,1
527,https://twitter.com/DonAlexbot/status/1379621353742086144#m,Ese riñón parece una chocolatina Jumbo Jet,"Apr 7, 2021 · 2:25 AM UTC",0,1
528,https://twitter.com/Jim08622857/status/1379565976224727054#m,Hold a chicken in the air Stick a deckchair up your nose Buy a jumbo jet And then bury all your clothes Paint your left knee green Then extract your wisdom teeth Form a string quartet And pretend your name is Keith..or not😂,"Apr 6, 2021 · 10:45 PM UTC",1,0
529,https://twitter.com/Dick_Puddlecote/status/1379548286500139009#m,"As ""Jumbo Jet numbers"" go (that's the 'public health' term for aggregating tiny problems into something scary), this just doesn't work. 183 wheelie bins is 0.09% of all households in the UK, and I have 4 so quarter it, a statistical rounding error.","Apr 6, 2021 · 9:35 PM UTC",3,1
530,https://twitter.com/xabxab_/status/1379546872713510916#m,It’s not me flying in a jumbo jet to buy loui vuitton. I could be green my whole life and it wouldn’t offset one stupid trip by a rich punk.,"Apr 6, 2021 · 9:29 PM UTC",0,0
531,https://twitter.com/_shayclemons/status/1379534673957781509#m,"man HELL NAW!!!! 😂😂 it was MILAIR fasho on a 747 Jumbo Jet, i would have cried if I we were flying OCONUS on a C130","Apr 6, 2021 · 8:41 PM UTC",0,1
532,https://twitter.com/michaelbuck1990/status/1379521463552782341#m,You would think people are like a jumbo jet that you can see the stream behind them.,"Apr 6, 2021 · 7:48 PM UTC",1,0
533,https://twitter.com/MugsysRapSheet/status/1379506473592573960#m,Imagine if we replaced 75% of domestic air travel with MagLev trains? Fast as a jumbo jet carrying just as many passengers without burning a drop of fuel. @USDOT @PeteButtigieg #Infrastructure #InfrastructureIdeas #GND @BernieSanders,"Apr 6, 2021 · 6:49 PM UTC",1,1
534,https://twitter.com/_huggsboson/status/1379506239445508096#m,"I saw two fighter planes trailing a jumbo jet, no idea what it was.  Doesn't look like there are any airshows.  Maybe  @VP leaving Oakland?","Apr 6, 2021 · 6:48 PM UTC",2,1
535,https://twitter.com/FootballRamble/status/1379487783157436417#m,"Luke is adamant that Jesse Lingard isn't good enough for the England squad. Needless to say there is a space free on the Marcus Speller four-decker jumbo jet...  @MarcusSpeller, @lukeaaronmoore and @Vitu_E discuss last night's action and much more!   🎧hyperurl.co/ramble","Apr 6, 2021 · 5:34 PM UTC",7,2
536,https://twitter.com/Raging_Rulk/status/1379483805094981638#m,"@JasiraOfAsgard   I'm going after her alone. She's not wielding a damn hammer so I should have nothing to fear!   *Ross walked down the lowered platform of the jumbo jet, the winding whipping madly. He gritted his teeth as he jumped out of the aircraft, the Rulk grinning-","Apr 6, 2021 · 5:19 PM UTC",0,1
537,https://twitter.com/dr_mark_wright/status/1379476550677041153#m,"1969 Moon Landing First flight of Jumbo Jet Arpanet - precursor of internet Vietnam, Woodstock, Lennon Ono Stonewall Riots Attack on Black panthers Maya Angelou, Samuel Beckett Rise of Murdoch and Nixon","Apr 6, 2021 · 4:50 PM UTC",1,0
538,https://twitter.com/Sandrag69/status/1379459498532823041#m,"Fui al medico y dijo q tenia que bajar de peso, decidí por empezar dejando los azucares y las harinas, y hoy 2 compañeros uno, mira te traje estas achiras, el otro mira te traje esta jumbo jet de las grandes!!!  Así no se puede!!!!!","Apr 6, 2021 · 3:42 PM UTC",4,1
539,https://twitter.com/socaworldapp/status/1379456750135443456#m,Bunji Garlin - Jumbo Jet https://rdo.to/HOTSOCA #soca #music #listenlivenow,"Apr 6, 2021 · 3:31 PM UTC",0,0
540,https://twitter.com/JimM_BBC_bot/status/1379446780807376898#m,"Jumbo Jet. Dear me Mr Holmes, dear me. -S2E1 twitpic.com/bdmskb","Apr 6, 2021 · 2:51 PM UTC",1,0
541,https://twitter.com/BackupMartinred/status/1379438956861870080#m,"Football manager has this bar too, it's not the games themselves it's the fannies who think they are experts due to a simulation, you aren't going to go on your holidays jump on a jumbo jet go to the front knock on the door and say have a day off lad I play flight simulator!","Apr 6, 2021 · 2:20 PM UTC",1,2
542,https://twitter.com/Charlene113/status/1379394882574372864#m,Off the Jumbo jet back in TAB,"Apr 6, 2021 · 11:25 AM UTC",0,0
543,https://twitter.com/pt04spt/status/1379384217256271872#m,クラスJ… jumbo jet貸切 ってことですね！！！,"Apr 6, 2021 · 10:43 AM UTC",1,1
544,https://twitter.com/lilyeIiz/status/1379383176662024192#m,"this is so cool, let's all get a jumbo jet and go on holiday x #500subs @YouTube","Apr 6, 2021 · 10:39 AM UTC",14,0
545,https://twitter.com/JeffCrowder16/status/1379268058255097862#m,A jumbo jet wouldn't drown out that blabbermouth!😂,"Apr 6, 2021 · 3:01 AM UTC",1,1
546,https://twitter.com/c4i/status/1379253609951547397#m,"The C-32, since its debut, has also served as Air Force One in place of the larger VC-25A to airports that cannot accommodate the Boeing 747-based ""jumbo"" jet. But you’d know that if you really worked at @Boeing","Apr 6, 2021 · 2:04 AM UTC",1,2
547,https://twitter.com/Kingtaj_thedj/status/1379225924990816259#m,"#NP @FAME95FM1, @BUNJIGARLIN  - Jumbo Jet. Follow @Kingtaj_thedj on all platforms. #DJPullUp","Apr 6, 2021 · 12:14 AM UTC",1,0
548,https://twitter.com/ThaTrail/status/1379222301288325128#m,I'm still not over that LV jumbo jet bag and fitted with the McGruff the Crime Dog bite taken out of it. The American dream for real.,"Apr 5, 2021 · 11:59 PM UTC",0,1
549,https://twitter.com/barbatappad/status/1379153968950091781#m,min dator har redan börjat låta som en jumbojet vid take-off   mår: skit,"Apr 5, 2021 · 7:28 PM UTC",15,2
550,https://twitter.com/derekbtimages/status/1379088577875836928#m,Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://www.redbubble.com/i/canvas-print/B747-Sunset-Departure-by-derekbeattie/75416442.5Y5V7?asc=u #findyourthing #redbubble #aviationart #jumbojet #b747,"Apr 5, 2021 · 3:08 PM UTC",0,0
551,https://twitter.com/Photo_holic_1/status/1379064261880733704#m,"Always was en always wil be one of the most impressive planes out there, the #almighty #boeing747 #jumbojet #schiphol #boeing #sonya6600 #70350goss #plane #planes #planespotting #vliegtuig #vliegtuigspotten https://www.instagram.com/p/CNSTq5mJJOu/?igshid=1ixo721dxiw7l","Apr 5, 2021 · 1:31 PM UTC",0,0
552,https://twitter.com/Photo_holic_1/status/1379061302824427520#m,"Always was en always wil be one of the most impressive planes out there, the #boeing747 #jumbojet #schiphol #boeing #sonya6600 #70350goss #plane #planes #planespotting #vliegtuig #vliegtuigspotten https://www.instagram.com/p/CNSSORCJzkU/?igshid=4zzv1c2sq6kz","Apr 5, 2021 · 1:20 PM UTC",0,0
553,https://twitter.com/goodspeed11112/status/1379026054749249539#m,"W dawnych czasach byliśmy na wycieczce ze szkoły w Grecji. Oczywiście najtańszy możliwy hotel, pod ścieżka podejścia samolotów. W drugim tygodniu nawet już nie zauważałem, jak Jumbo Jet nad nami latał ;)","Apr 5, 2021 · 11:00 AM UTC",1,0
554,https://twitter.com/ramteid5/status/1379024265102700545#m,"<aluhut>Hat der verfemte Bhakdi nicht solcherlei vorausgesagt?</aluhut> Obwohl off topic, sei an dieser Stelle auch auf den wöchentlich abstürzenden Jumbojet voller MRSA-Opfer verwiesen.","Apr 5, 2021 · 10:53 AM UTC",0,1
555,https://twitter.com/MadFrog001/status/1379012045979418629#m,Da war dann noch die Maus im Jumbojet..,"Apr 5, 2021 · 10:04 AM UTC",0,0
556,https://twitter.com/Puseclint/status/1378955119434199040#m,Experience of flying a plane is gained by flying a plane...the difference is that you need specific number of hours to move from small to big jumbo jet.,"Apr 5, 2021 · 6:18 AM UTC",6,1
557,https://twitter.com/GoodyearSA/status/1378943996031029249#m,Did you know that a full tank of a jumbo jet contains enough fuel to drive the average car 4 times around the world? #Goodyear,"Apr 5, 2021 · 5:34 AM UTC",5,0
558,https://twitter.com/Kenny24727502/status/1378807293437960194#m,"Yeah it felt like I was inside. A jumbo jet engine in parts... so you like the shoe gaze genre... love it.. Ride, Lush. Slowdive....so looking forward to seeing bands live again !","Apr 4, 2021 · 8:30 PM UTC",1,1
559,https://twitter.com/AtomizedBanana/status/1378803431905837057#m,[my jumbo jet flies cheerfully],"Apr 4, 2021 · 8:15 PM UTC",0,1
560,https://twitter.com/historyofpia1/status/1378792848632451078#m,"Forty-five years ago in April 1976, Pakistan International Airlines (PIA) became Boeing 747 Jumbo Jet operator.  The totally new livery of green and gold designed by London design consultants Negus and Negus was also introduced on PIA's first Boeing 747 in 1976.","Apr 4, 2021 · 7:33 PM UTC",19,3
561,https://twitter.com/Maitopurkki/status/1378792325489512459#m,Jumbojet you,"Apr 4, 2021 · 7:31 PM UTC",1,0
562,https://twitter.com/Gimuzdor/status/1378786202359373824#m,En mi depa en la Narvarte bailaban buen sabroso los vidrios y todo cuando pasaba un jumbo Jet. La única solución sería quitar el aeropuerto pero no es nada factible.,"Apr 4, 2021 · 7:07 PM UTC",2,0
563,https://twitter.com/BritiskV/status/1378776851171135488#m,"Jeg har muslimske naboer, så griller gris hver dag været er ok og vinden blåser mot dem. Hvis noen tok fra meg grillmat, hadde jeg også fløyet en jumbojet inn i en skyskraper...","Apr 4, 2021 · 6:29 PM UTC",0,0
564,https://twitter.com/shaunadennett09/status/1378757315160125448#m,"A wasp the size of a jumbo jet just flew into the conservatory and so marks the exact point summer ended for me. All doors and windows now remain closed and I will no longer be going outside. Thanks, it’s been nice while it lasted","Apr 4, 2021 · 5:12 PM UTC",0,0
565,https://twitter.com/Tommy81019060/status/1378755979764977669#m,"Migranter flyger inte på kvastar, de flyger Boeing jumbo jet","Apr 4, 2021 · 5:06 PM UTC",2,1
566,https://twitter.com/B748Driver/status/1378740448106319874#m,HL7624 - Boeing 747-8B5(F). Korean Air Cargo (@koreanair). Narita Intl Airport (RJAA/NRT). 18MAR2021. Photo: Bruno Proence Alves Obs: Arriving as KE551 from Seoul-Incheon (RKSI/ICN).  #koreanair #planespotting #planespotter #jumbojet #b747 #queenoftheskies #spring #flowers,"Apr 4, 2021 · 4:05 PM UTC",3,0
567,https://twitter.com/Ontherails2/status/1378714724485922819#m,"Our #handmade #facemasks are:  - reusable  - washable - elasticated fit - S, M, L & XL - three ply cotton - handmade in #London  - shipped globally  https://www.etsy.com/uk/listing/841771649/aeroplanes-british-airways-virgin-face?ref=shop_home_active_35 #ontherails #kidsmask #britishairways #negus #landor #ba747 #jumbojet #aviationgeek #avgeek","Apr 4, 2021 · 2:23 PM UTC",1,0
568,https://twitter.com/eolopacheco/status/1378706788711866375#m,"Cuando este Jumbo Jet perdió ambos motores a 40.000 pies, los pilotos tuvieron que hacer algo drástico https://cooking4all.com/cuando-este-jumbo-jet-perdio-9s/30/?pixel_id=3051234615108515&pixel_value=0.06&fbclid=IwAR0Wd02ZkOLdKptiHPKOlS8YQmQp-lTwcBhCsmB_DDsxe-_qC2KyW3cm_S8","Apr 4, 2021 · 1:51 PM UTC",0,0
569,https://twitter.com/PauloSergioMDC/status/1378706667701960707#m,"The @Airbus A350-1000 and @BoeingAirplanes B777-300ER, paced here by a B777-200ER, are the replacements for the @British_Airways 747-400 fleet. Quite interesting aircraft in what they offer over the Jumbo Jet / Queen of the Skies.","Apr 4, 2021 · 1:50 PM UTC",0,0
570,https://twitter.com/dandy_dessy/status/1378695640914350081#m,Jumbo jet  ALL 4 MEW  #ShopeexMSuppasit #MewSuppasit / @MSuppasit,"Apr 4, 2021 · 1:07 PM UTC",0,0
571,https://twitter.com/larafrances/status/1378680315766583296#m,"So I'm out in the garden,my tummy is rumbling like a jumbo jet on take off. I'm about to put mayo on my butty then I remember this pickle. Oh my sweet juicy chunks!! Yes it's in the bread.. Yes I'm dipping the crusts in too!!! @justpreserves","Apr 4, 2021 · 12:06 PM UTC",3,0
