,link,text,date,No_of_likes,No_of_tweets
329,https://twitter.com/fika70/status/1382734028751638539#m,"30 sene önce yerde yiyordu, şimdi jumbo jet te yiyor.Piyango çıksa bile bir adamın hayatı böyle değişmez.","Apr 15, 2021 · 4:34 PM UTC",1,0
330,https://twitter.com/SinisterHFigure/status/1382730969686310917#m,"Wow... 500 Followers... Enough people to fill out a jumbo jet.  As a special thanks, I have a Top 10 Video coming soon.  Yes it involves hacking and Pokémon.","Apr 15, 2021 · 4:22 PM UTC",20,0
331,https://twitter.com/jarpav1968/status/1382688581425184775#m,🎶 ...padá letadlo Jumbo Jet... 🎶🙄,"Apr 15, 2021 · 1:33 PM UTC",1,0
332,https://twitter.com/birdingtherapy/status/1382665004613177346#m,Wait for it... a singing Eurasian Skylark is video-bombed by a jumbo jet.   #birds #birding #birdingtherapy #nature #wildlife,"Apr 15, 2021 · 12:00 PM UTC",5,0
333,https://twitter.com/stamaviation/status/1382650200544595971#m,The end of Jumbo Jet era... 😔😔 Boeing Will Only Build 12 More 747s https://simpleflying.com/boeing-12-747s-left/,"Apr 15, 2021 · 11:01 AM UTC",3,0
334,https://twitter.com/GreenBadgeSi/status/1382628362775068674#m,'You could fit a f***in jumbo jet through there',"Apr 15, 2021 · 9:34 AM UTC",0,0
335,https://twitter.com/socaworldapp/status/1382623007349342211#m,Bunji Garlin - Jumbo Jet https://rdo.to/HOTSOCA #soca #music #listenlivenow,"Apr 15, 2021 · 9:13 AM UTC",0,0
336,https://twitter.com/TrichyPedia/status/1382600587796045825#m,"High five Trichy Pedia,  We have enough fans to fill a jumbo jet!  Tag @YouTube and use #500subs on social to let everyone in on the good news!  Our Youtube Channel https://invidious.io.lol/trichypedia #trichypedia #trichy #trichytrends #trichylife #trichybusiness","Apr 15, 2021 · 7:44 AM UTC",2,0
337,https://twitter.com/mrjalf1/status/1382559675862892550#m,Ahhh no bebe jajaja  Con el helado de la jumbo jet  Es delicioso,"Apr 15, 2021 · 5:01 AM UTC",0,0
338,https://twitter.com/CCCdeNY/status/1382534759218307072#m,👉Pop the 🍾! Our YouTube channel is up to 500 subscribers. We now have enough fans to fill up a jumbo jet. Thanks to all who made this possible. Gracias a todos por apoyar nuestro canal de YouTube. ¡Sumamos 500 seguidores!  #500subs #cccofny #cccdeny #Cuba #cultura #NYC  🇨🇺💗🇨🇺,"Apr 15, 2021 · 3:22 AM UTC",2,0
339,https://twitter.com/jbruceDO/status/1382521658645315584#m,Feels like these medmal lawyers are stealing from my patient safety lectures. Smh throw in some slides with To Err and a jumbo jet and get back to me. Posers.,"Apr 15, 2021 · 2:30 AM UTC",6,2
340,https://twitter.com/SusanaRuthAran1/status/1382499481866878978#m,"Lo mejor de lo mejor,las chocolatinas Jumbo jet","Apr 15, 2021 · 1:02 AM UTC",1,0
341,https://twitter.com/AVNationSC/status/1382453609892315144#m,"#DidYouKnow? ✈️  The Boeing 747-8 is the world’s longest airliner. Get the definitive story on the first jumbo jet with 747: The Jumbo Revolution, now streaming on @paramountplus. ➡️  https://bitly.com/3sLXLmb #paramountplus","Apr 14, 2021 · 10:00 PM UTC",2,0
342,https://twitter.com/mickr48/status/1382429129446932483#m,You could also walk outside and be hit by a cow that fell out a jumbo jet. As well just digging a tunnel in the back garden and stay down there,"Apr 14, 2021 · 8:22 PM UTC",4,0
343,https://twitter.com/Sstampcomms/status/1382429120353738757#m,"Hold a chicken in the air Stick a deckchair up your nose Fly a jumbo jet And then bury all your clothes  Also know all the words to Star Trekkin, Making your Mind up , Rain or Shine, Bob The Builder..... the list goes on.  I am one cheesy Rain Man","Apr 14, 2021 · 8:22 PM UTC",0,1
344,https://twitter.com/lumireetombre1/status/1382427065497059333#m,D'accord et tu ne vois pas la corrélation évidente entre le sujet de base et le sujet donc je parle ?  tu ne vois pas la corrélation entre un chasseur F-35 et un Jumbo Jet ?  pourtant ce sont tous les deux des avions.,"Apr 14, 2021 · 8:14 PM UTC",0,1
345,https://twitter.com/Rulexy2/status/1382417339874938880#m,"Boeing 747-100 Avianca HK-2000 ""Eldorado"" Poster for Aviators. #aviation #airside #avgeek #aviationimages #plane #aircraft #avianca #boeing747 #jumbojet #boeing747100 #b747100 #b747 #QueenoftheSky #megaplane","Apr 14, 2021 · 7:35 PM UTC",81,0
346,https://twitter.com/V3N3R4/status/1382410513368412161#m,i got my head checked by a jumbo jet,"Apr 14, 2021 · 7:08 PM UTC",0,0
347,https://twitter.com/HarrisSidi/status/1382408349598240769#m,360 da jumbo jet a sararin samaniya,"Apr 14, 2021 · 7:00 PM UTC",0,0
348,https://twitter.com/bikini28warren/status/1382407211276664835#m,How about JUMBO JET AIR TANKERS? Quit screwing around about this and get it done! I don't want to do evac-1 for the third year in a ROW!,"Apr 14, 2021 · 6:55 PM UTC",0,0
349,https://twitter.com/thephunkyjedi/status/1382402366905884675#m,It's an event everyone in security is staring at the X-ray monitor and a thief makes off with the new jumbo jet!,"Apr 14, 2021 · 6:36 PM UTC",0,0
350,https://twitter.com/BishhMan/status/1382394128114278408#m,LIVE🚨  Turning on the Jumbo jet and getting BIZZY.  Come say hello ya little bumbas😀  Nearly hit 50% on our target👀  @TheRealPh4ntom @MoTioNnzZ @theGuildy twitch.com/bishhman,"Apr 14, 2021 · 6:03 PM UTC",3,0
351,https://twitter.com/morris_mwiriigi/status/1382387301439967245#m,Buda hiyo coupon ya Jumbo Jet imekuchizisha😂😂,"Apr 14, 2021 · 5:36 PM UTC",1,0
352,https://twitter.com/cscotthayward/status/1382383593364725760#m,Fly a jumbo jet... LOVE!,"Apr 14, 2021 · 5:21 PM UTC",0,1
353,https://twitter.com/alexcrudolph/status/1382323975624257538#m,"As a person who actually has had his head checked by a jumbo jet? Let me tell you, not fun.","Apr 14, 2021 · 1:24 PM UTC",1,0
354,https://twitter.com/RuthlessFocus_/status/1382300627640979459#m,So they are saying it is Jambo Jet na Mimi nilipanda Jumbo Jet ?  They have personalized the story !,"Apr 14, 2021 · 11:52 AM UTC",5,1
355,https://twitter.com/Moha001_Onyango/status/1382299350504779777#m,Jumbo jet ✈️ ndio gani bro. Alafu mbona wafanya masikhara na thread?,"Apr 14, 2021 · 11:47 AM UTC",7,1
356,https://twitter.com/McDevitt_John/status/1382292926785552385#m,"Just wait till she’s the size of a... let me check my sliding scale of resident evil bosses final forms... the size of a jumbo jet? Is that right? Big man, subway car, laboratory, entire house... yeah I think we are on jumbo jet now.","Apr 14, 2021 · 11:21 AM UTC",0,0
357,https://twitter.com/RuthlessFocus_/status/1382287490703314944#m,"The month is February 2019, I have boarded Jumbo Jet to Nairobi from Mombasa. From Nairobi was to pick a shuttle to Nakuru town. This fateful day is the day I will never forget. Let me tell you Maina,  I will never go back to Nakuru.   THREAD 🧵👇🏽👇🏽","Apr 14, 2021 · 10:59 AM UTC",82,9
358,https://twitter.com/JudethaddeusOp2/status/1382281011401199617#m,And that's why Jumbo jet remains to be the best airline under the sun,"Apr 14, 2021 · 10:34 AM UTC",0,0
359,https://twitter.com/NAMBA69bot/status/1382240664499363842#m,I got my head checked By a jumbo jet It wasn’t easy  But nothing is No  《SONG 2（Blur）/ Ken Yokoyama VS NAMBA69》,"Apr 14, 2021 · 7:53 AM UTC",0,0
360,https://twitter.com/ReserveBank1913/status/1382181968415117312#m,This Documentary what Nischal Had to put out. Giant Jumbo Jet | Engineering Giants | Free Documentary https://invidious.io.lol/G2IG1tRJqoU via @YouTube,"Apr 14, 2021 · 4:00 AM UTC",0,0
361,https://twitter.com/Tink26030033/status/1382168399480905732#m,"You sir, are a jumbo jet","Apr 14, 2021 · 3:06 AM UTC",1,0
362,https://twitter.com/edwinromancom/status/1382133080375365636#m,"This reminds me of the beloved, gone too soon Jumbo Jet.","Apr 14, 2021 · 12:46 AM UTC",0,0
363,https://twitter.com/ConstanR/status/1382125457290694656#m,Tinto + jumbo jet Cocacola + Doritos,"Apr 14, 2021 · 12:16 AM UTC",6,0
364,https://twitter.com/mattydevs/status/1382066030470631425#m,"This can’t be real, surely it’s a wind up? This is horrific, you could land a jumbo jet ✈️ in that space. Obviously missed the parallel parking part of the test! Don’t know which is funnier the person driving or guiding.","Apr 13, 2021 · 8:19 PM UTC",0,0
365,https://twitter.com/Doctor_V/status/1382061450496249858#m,I’m waiting for someone to apply the crashing jumbo jet analogy to the J&J pause...,"Apr 13, 2021 · 8:01 PM UTC",4,2
366,https://twitter.com/MarkFranklin123/status/1382041915802148876#m,But did you do so with a deckchair up your nose whilst flying a jumbo jet?,"Apr 13, 2021 · 6:44 PM UTC",1,1
367,https://twitter.com/smug2bme/status/1382039655072333825#m,"Yeah but that virus is still a virus! It didn't megamorph into a jumbo jet, which is totes what evolutionists preach in their holy textbooks!","Apr 13, 2021 · 6:35 PM UTC",1,0
368,https://twitter.com/BitMalang/status/1382028046883024898#m,"The last one, Jumbo [ˈd͡ʒʊmbo] (probably most commonly heard in the compound Jumbojet 'large jet plane'), is not from India but from Eastern Africa. It was the name of an elephant brought to the US in the 19th century, who probably got his name from the Swahili greeting Jambo!","Apr 13, 2021 · 5:48 PM UTC",7,1
369,https://twitter.com/BitMalang/status/1382028034803400717#m,What do these German words have in common?  Kummerbund Pundschabi Punsch Dschungel Kalkutta Bungalow Jumbo(jet),"Apr 13, 2021 · 5:48 PM UTC",30,2
370,https://twitter.com/PaulGoodbrand/status/1382018493047058434#m,A lot of water is used to grow them and is then evaporated during the drying process so they are as bad for the environment as a jumbo jet,"Apr 13, 2021 · 5:11 PM UTC",0,0
371,https://twitter.com/sh60j121/status/1382011695040581632#m,所ジョージ　最近の唄422　BOEING747 https://invidious.io.lol/PMJouS3uxfQ @YouTubeより  #所ジョージ #Boeing747 #B747 #ボーイング747 #ジャンボジェット #ジャンボ機 #jumbo #jumbojet,"Apr 13, 2021 · 4:43 PM UTC",0,0
372,https://twitter.com/Murat99233482/status/1382009912939659265#m,"@degirmencirfan vaka sayılarına bakınca, ülkemde neredeyse bir jumbojet düşüyor..","Apr 13, 2021 · 4:36 PM UTC",0,0
373,https://twitter.com/r_liemburg/status/1382007538246430726#m,"Verwijzing naar de Jumbo Jet, maar ze konden geen plaatje van een olifant vinden?","Apr 13, 2021 · 4:27 PM UTC",0,0
374,https://twitter.com/Aaron_grif/status/1381999243343302661#m,A380 Emirates jumbo jet taking off from his room every time you play with him,"Apr 13, 2021 · 3:54 PM UTC",1,0
375,https://twitter.com/MikeInMaine2/status/1381977183602806785#m,I think the award was really just a replacement for his golden toilet in his jumbo jet that is rotting on a New Jersey airport.,"Apr 13, 2021 · 2:26 PM UTC",2,0
376,https://twitter.com/jewelrymandave/status/1381971633955557382#m,Jet Charm - Airplane Charm - Plane Charm - Jumbo Jet Charm - Boeing Jet Charm - Jet Plane Charm - Collectible Charm - Charm For Pilots https://tuppu.net/8d479df0 #Etsy #jewelrymandave #CharmForBoys,"Apr 13, 2021 · 2:04 PM UTC",2,0
377,https://twitter.com/alpaysalt/status/1381971216081301505#m,demeseydi 4 Jumbo Jet alınacaktı herhalde 😀,"Apr 13, 2021 · 2:03 PM UTC",1,1
378,https://twitter.com/MidwestProle/status/1381952220430802954#m,Don’t worry they’re gonna fly a jumbo jet and every 10 nautical miles a guy hanging out the side with a dropper will just put one OR two drops into the ocean.  Only 20% of all life in the area will die from it.  It’s fine.,"Apr 13, 2021 · 12:47 PM UTC",0,0
379,https://twitter.com/Seanpea46526372/status/1381946401496633344#m,"Even I wouldn't miss that, could land a jumbo jet down there 😂👍","Apr 13, 2021 · 12:24 PM UTC",0,0
380,https://twitter.com/tomvincent100/status/1381882899998236679#m,"Oh come on, you could land a jumbo jet in that parking space anyway!","Apr 13, 2021 · 8:12 AM UTC",0,0
381,https://twitter.com/IBrigadist/status/1381846137255104512#m,One could park a jumbo jet there...,"Apr 13, 2021 · 5:46 AM UTC",1,0
382,https://twitter.com/michaeltomko/status/1381791674041569285#m,I got my head checked.  By a jumbo jet.  It wasn’t easy.  But nothing is.,"Apr 13, 2021 · 2:09 AM UTC",3,1
383,https://twitter.com/robbrie/status/1381748393148563458#m,"The most disturbing part of the story: MBS can afford to throw away the equivalent cost of an Airbus A380 super jumbo jet with the adverse consequence being only ""public embarrassment"".","Apr 12, 2021 · 11:17 PM UTC",0,0
384,https://twitter.com/JustaCoinToss/status/1381743465386569730#m,"I didn't even think about that...that would have been much easier.   Every time I try to parallel park my husband cites the line from Snatch, ""you could park a jumbo jet in there""...lol! https://invidious.io.lol/watch?v=nQzhmsRATR8","Apr 12, 2021 · 10:58 PM UTC",0,0
385,https://twitter.com/TShortell/status/1381739299994005507#m,I'm pretty sure I saw a similar excercise years ago at Heathrow Airport. An enormous green jumbo jet was engulfed in flames a few hundred yards away from my plane back to the states. It was a helluva start to a transatlantic flight.,"Apr 12, 2021 · 10:41 PM UTC",0,0
386,https://twitter.com/theschwasound/status/1381736263728914439#m,"""Its too tight."" ""Too tight? You could land a fucking jumbo jet in there Tyrone!""","Apr 12, 2021 · 10:29 PM UTC",0,0
387,https://twitter.com/tom_doggett/status/1381724200667340802#m,I've stopped wearing a seat belt because I read about a jumbo jet that crash-landed on a car 👍,"Apr 12, 2021 · 9:41 PM UTC",7,1
388,https://twitter.com/amyjeetley/status/1381716529306349571#m,A family member has a 7 series. I drive that. Feel like I’m driving a jumbo jet! 🤣 but the seats are higher.,"Apr 12, 2021 · 9:11 PM UTC",1,0
389,https://twitter.com/qubercolosis/status/1381712610786086914#m,cry me a jumbo jet,"Apr 12, 2021 · 8:55 PM UTC",0,0
390,https://twitter.com/TorstenColijn/status/1381692750710591493#m,"This is so 2021, a virtual, #corona #proof #LA visit :-) #JumboJet @JumboGames","Apr 12, 2021 · 7:36 PM UTC",0,0
391,https://twitter.com/BoredAtGym/status/1381683968953757706#m,"yep Emirates single handedly kept the a380 program alive, or else it'd be wrapped up long ago. the time of the jumbo jet was in the 70s and now its all about the hub&scope model. Boeing got the market trend right big time. even Airbus knows that cos now A320neo their moneymaker","Apr 12, 2021 · 7:01 PM UTC",1,1
392,https://twitter.com/simba_guleid/status/1381682258600427524#m,A new Japanese bullet 🚂 moves at the speed of 4800 km per hour 4 times faster than a jumbo jet. This a human miracle to behold. Yet we are still using boda boda over here or tuktuk.,"Apr 12, 2021 · 6:54 PM UTC",36,8
393,https://twitter.com/Zeke_05/status/1381665690759876608#m,Hundratals frihetsberövade efter räden mot Encrochat (via @omni_red) Chartra en jumbojet och förpassa dem ut ur landet med det snaraste så vi blir av med dessa krimmon och slipper fortsatta kostnader. https://omni.se/a/R97bKW,"Apr 12, 2021 · 5:49 PM UTC",0,0
394,https://twitter.com/begworthy/status/1381643816763940866#m,My point is that bitcoin is staggeringly and devastatingly wasteful. Your position is as foolish as thinking your private 777 jumbo jet is energy efficient because it uses less fuel than all of the cars in the world put together. It’s completely nonsensical.,"Apr 12, 2021 · 4:22 PM UTC",1,1
395,https://twitter.com/AnthonyBhavez/status/1381612234275573761#m,$94 I feel like I’m driving a jumbo jet,"Apr 12, 2021 · 2:16 PM UTC",1,0
396,https://twitter.com/Davrobin/status/1381595587875893249#m,"They may have been incorrectly categorising but by looking at total excess deaths, there is a real spike due to Covid.... A very significant spike - akin to a jumbo jet or two crashing every day.","Apr 12, 2021 · 1:10 PM UTC",0,1
397,https://twitter.com/Hiramat40179014/status/1381585862224306176#m,Don’t know the technology aspects. The 747 was a revolutionary airplane- the first jumbo. Given the fate of the A380 ( think Emirates also ditching) believe the era of the jumbo jet maybe over.,"Apr 12, 2021 · 12:31 PM UTC",0,0
398,https://twitter.com/Knallkasten/status/1381544903742742528#m,Da der Laptop meiner Freundin eher einem verrauchten Jumbojet aus den 80ern gleicht würd ichs für Sie gönnen #UNGEgönnt,"Apr 12, 2021 · 9:49 AM UTC",0,1
